日期,开盘价,收盘价,最高价,最低价,成交量(手),成交额(元),振幅(%),涨跌幅(%),涨跌额,换手率(%)
2024-02-20,155.62,152.07,155.62,149.81,221948,3506366283.0,3.78,-1.14,-1.76,0.57
2024-02-21,151.12,154.94,157.04,150.08,257827,4135575623.0,4.58,1.89,2.87,0.66
2024-02-22,155.07,154.09,155.07,152.62,209559,3349275886.0,1.58,-0.55,-0.85,0.54
2024-02-23,155.71,154.24,155.74,152.8,210176,3368773226.0,1.91,0.1,0.15,0.54
2024-02-26,152.97,149.74,153.73,148.44,360664,5638931754.0,3.43,-2.92,-4.5,0.93
2024-02-27,148.82,151.57,151.59,148.28,290401,4531078101.0,2.21,1.22,1.83,0.75
2024-02-28,151.92,150.75,157.04,150.75,400917,6423464926.0,4.15,-0.54,-0.82,1.03
2024-02-29,149.84,157.25,157.51,149.4,391675,6315294345.0,5.38,4.31,6.5,1.01
2024-03-01,157.27,158.29,159.3,156.14,281013,4610970231.0,2.01,0.66,1.04,0.72
2024-03-04,158.74,157.64,161.6,156.51,268086,4424835389.0,3.22,-0.41,-0.65,0.69
2024-03-05,155.84,158.39,158.94,153.74,275496,4478109343.0,3.3,0.48,0.75,0.71
2024-03-06,156.32,157.38,160.64,155.44,187180,3067856204.0,3.28,-0.64,-1.01,0.48
2024-03-07,156.74,153.89,157.91,153.22,221450,3568786297.0,2.98,-2.22,-3.49,0.57
2024-03-08,152.87,151.74,154.54,150.39,202170,3194520067.0,2.7,-1.4,-2.15,0.52
2024-03-11,158.74,174.59,175.39,157.84,763350,13248182793.0,11.57,15.06,22.85,1.96
2024-03-12,177.08,179.58,180.17,173.74,621649,11428112945.0,3.68,2.86,4.99,1.6
2024-03-13,180.74,178.92,181.43,177.04,347958,6444102061.0,2.44,-0.37,-0.66,0.89
2024-03-14,178.63,177.55,181.7,176.7,305356,5642924971.0,2.79,-0.77,-1.37,0.78
2024-03-15,177.37,174.74,177.64,170.59,354836,6371462215.0,3.97,-1.58,-2.81,0.91
2024-03-18,183.78,184.7,187.5,182.69,483052,9229188790.0,2.75,5.7,9.96,1.24
2024-03-19,184.23,180.99,186.04,180.34,269576,5099068938.0,3.09,-2.01,-3.71,0.69
2024-03-20,179.25,183.22,184.98,179.25,210316,3987105281.0,3.17,1.23,2.23,0.54
2024-03-21,183.25,182.82,185.62,182.82,187567,3571619013.0,1.53,-0.22,-0.4,0.48
2024-03-22,182.83,180.25,183.65,178.73,191034,3563063417.0,2.69,-1.41,-2.57,0.49
2024-03-25,179.31,178.54,181.94,178.22,164134,3046334226.0,2.06,-0.95,-1.71,0.42
2024-03-26,179.44,185.54,186.87,179.43,302473,5746016495.0,4.17,3.92,7.0,0.78
2024-03-27,185.48,181.74,185.49,181.74,206457,3910050276.0,2.02,-2.05,-3.8,0.53
2024-03-28,181.81,182.52,185.44,180.34,200367,3792149244.0,2.81,0.43,0.78,0.51
2024-03-29,184.04,183.9,188.74,183.12,164648,3154024728.0,3.08,0.76,1.38,0.42
2024-04-01,187.74,191.58,193.57,187.14,275132,5438688735.0,3.5,4.18,7.68,0.71
2024-04-02,191.84,193.44,195.31,190.24,240381,4793028386.0,2.65,0.97,1.86,0.62
2024-04-03,192.68,191.39,192.69,188.34,234890,4635543375.0,2.25,-1.06,-2.05,0.6
2024-04-08,191.39,188.34,193.64,188.34,189576,3729974586.0,2.77,-1.59,-3.05,0.49
2024-04-09,187.74,189.74,190.24,187.45,145700,2845224466.0,1.48,0.74,1.4,0.37
2024-04-10,187.85,186.48,188.74,185.27,179615,3459617610.0,1.83,-1.72,-3.26,0.46
2024-04-11,184.55,186.34,188.04,180.74,192954,3681659227.0,3.91,-0.08,-0.14,0.5
2024-04-12,184.74,182.13,185.72,181.75,166256,3153751598.0,2.13,-2.26,-4.21,0.43
2024-04-15,187.59,190.88,190.88,185.6,305483,5978911501.0,2.9,4.8,8.75,0.78
2024-04-16,192.74,190.89,193.04,188.66,276231,5450235800.0,2.29,0.01,0.01,0.71
2024-04-17,189.09,189.73,190.67,186.76,216192,4211033978.0,2.05,-0.61,-1.16,0.56
2024-04-18,187.71,189.3,191.19,185.13,195396,3808772286.0,3.19,-0.23,-0.43,0.5
2024-04-19,186.8,184.54,188.2,183.25,184915,3533488436.0,2.61,-2.51,-4.76,0.47
2024-04-22,186.54,184.34,188.63,184.31,150987,2903026005.0,2.34,-0.11,-0.2,0.39
2024-04-23,184.87,183.67,186.24,181.62,111138,2113386949.0,2.51,-0.36,-0.67,0.29
2024-04-24,185.74,183.34,186.14,180.14,151543,2865374635.0,3.27,-0.18,-0.33,0.39
2024-04-25,182.31,186.94,188.09,181.63,164183,3150746112.0,3.52,1.96,3.6,0.42
2024-04-26,185.75,192.22,192.62,185.75,224881,4413524312.0,3.67,2.82,5.28,0.58
2024-04-29,194.31,203.37,207.24,193.74,438630,9119637969.0,7.02,5.8,11.15,1.13
2024-04-30,204.53,201.37,204.53,200.77,214330,4377316692.0,1.85,-0.98,-2.0,0.55
2024-05-06,209.77,205.75,210.47,204.8,270999,5634660009.0,2.82,2.18,4.38,0.7
2024-05-07,204.95,205.65,206.65,203.92,131799,2722386147.0,1.33,-0.05,-0.1,0.34
2024-05-08,205.77,202.0,206.57,201.88,124330,2544539625.0,2.28,-1.77,-3.65,0.32
2024-05-09,205.04,208.17,209.28,204.97,219216,4575999960.0,2.13,3.05,6.17,0.56
2024-05-10,208.17,202.27,208.17,201.77,228011,4675581900.0,3.07,-2.83,-5.9,0.59
2024-05-13,195.07,198.12,200.54,194.28,221967,4425713327.0,3.09,-2.05,-4.15,0.57
2024-05-14,199.37,197.78,199.97,196.89,106947,2131826963.0,1.55,-0.17,-0.34,0.27
2024-05-15,197.78,196.66,202.1,196.27,130741,2607766831.0,2.95,-0.57,-1.12,0.34
2024-05-16,197.57,198.44,200.41,195.75,153782,3065019508.0,2.37,0.91,1.78,0.39
2024-05-17,198.47,201.77,201.77,197.35,184962,3727316446.0,2.23,1.68,3.33,0.47
2024-05-20,205.97,202.22,206.65,201.78,199172,4083626152.0,2.41,0.22,0.45,0.51
2024-05-21,202.44,200.33,203.35,199.33,122964,2480343309.0,1.99,-0.93,-1.89,0.32
2024-05-22,201.27,203.66,205.77,200.37,252366,5153120079.0,2.7,1.66,3.33,0.65
2024-05-23,202.97,203.11,204.42,201.9,176548,3602986569.0,1.24,-0.27,-0.55,0.45
2024-05-24,201.57,199.75,203.63,199.56,155107,3136303496.0,2.0,-1.65,-3.36,0.4
2024-05-27,200.57,198.78,200.57,197.27,163618,3261446783.0,1.65,-0.49,-0.97,0.42
2024-05-28,198.23,196.57,199.35,196.37,126900,2517505166.0,1.5,-1.11,-2.21,0.33
2024-05-29,196.78,197.56,201.27,196.57,133388,2663801635.0,2.39,0.5,0.99,0.34
2024-05-30,197.82,198.12,199.65,196.43,127840,2548445865.0,1.63,0.28,0.56,0.33
2024-05-31,198.12,196.53,201.02,196.53,138086,2760668470.0,2.27,-0.8,-1.59,0.35
2024-06-03,196.53,201.27,202.37,194.57,187181,3757638839.0,3.97,2.41,4.74,0.48
2024-06-04,200.76,204.74,206.01,199.77,177149,3639805938.0,3.1,1.72,3.47,0.45
2024-06-05,204.47,202.89,206.62,202.78,117774,2420867501.0,1.88,-0.9,-1.85,0.3
2024-06-06,202.75,203.56,205.65,200.97,124126,2544442658.0,2.31,0.33,0.67,0.32
2024-06-07,197.63,191.97,201.22,186.36,516868,10008885040.0,7.3,-5.69,-11.59,1.33
2024-06-11,187.77,187.54,190.77,183.38,420724,7876263876.0,3.85,-2.31,-4.43,1.08
2024-06-12,184.77,184.37,188.53,184.25,203104,3788449182.0,2.28,-1.69,-3.17,0.52
2024-06-13,185.77,183.95,188.78,183.89,221176,4134985666.0,2.65,-0.23,-0.42,0.57
2024-06-14,184.87,183.66,185.35,177.35,371849,6764196086.0,4.35,-0.16,-0.29,0.95
2024-06-17,181.32,186.97,189.27,181.08,269293,5044213365.0,4.46,1.8,3.31,0.69
2024-06-18,186.92,189.1,189.24,185.79,156529,2959271843.0,1.85,1.14,2.13,0.4
2024-06-19,189.37,187.78,189.47,186.45,107540,2030697600.0,1.6,-0.7,-1.32,0.28
2024-06-20,188.76,186.76,188.88,185.87,115624,2172637229.0,1.6,-0.54,-1.02,0.3
2024-06-21,187.08,183.93,187.73,181.14,184677,3416688219.0,3.53,-1.52,-2.83,0.47
2024-06-24,181.77,185.75,186.76,181.77,180355,3363422625.0,2.71,0.99,1.82,0.46
2024-06-25,185.77,185.09,187.97,184.37,144144,2696969882.0,1.94,-0.36,-0.66,0.37
2024-06-26,183.89,184.28,185.4,181.97,104814,1940490559.0,1.85,-0.44,-0.81,0.27
2024-06-27,184.28,183.77,184.65,181.78,126536,2330478210.0,1.56,-0.28,-0.51,0.32
2024-06-28,182.57,178.8,184.25,178.61,194205,3539244333.0,3.07,-2.7,-4.97,0.5
2024-07-01,177.96,174.84,178.05,169.94,269957,4709620520.0,4.54,-2.21,-3.96,0.69
2024-07-02,172.62,174.85,175.73,170.88,144156,2529552189.0,2.77,0.01,0.01,0.37
2024-07-03,175.77,178.27,181.27,175.08,162053,2906473773.0,3.54,1.96,3.42,0.42
2024-07-04,179.16,178.37,181.76,177.97,118346,2137596470.0,2.13,0.06,0.1,0.3
2024-07-05,179.77,176.39,181.26,175.27,135247,2414693953.0,3.36,-1.11,-1.98,0.35
2024-07-08,174.78,174.68,177.14,173.78,108064,1907514420.0,1.9,-0.97,-1.71,0.28
2024-07-09,174.07,174.54,176.07,171.86,164439,2876833389.0,2.41,-0.08,-0.14,0.42
2024-07-10,173.78,171.82,178.86,171.82,177729,3123226777.0,4.03,-1.56,-2.72,0.46
2024-07-11,173.77,175.78,177.75,172.26,208111,3678618339.0,3.2,2.3,3.96,0.53
2024-07-12,176.62,178.57,180.54,175.77,195505,3523525353.0,2.71,1.59,2.79,0.5
2024-07-15,177.07,176.89,178.72,175.88,114697,2041627402.0,1.59,-0.94,-1.68,0.29
2024-07-16,176.27,178.07,179.27,176.07,151487,2710034963.0,1.81,0.67,1.18,0.39
2024-07-17,176.77,179.66,181.43,174.71,185901,3346445646.0,3.77,0.89,1.59,0.48
2024-07-18,178.77,187.12,187.87,178.45,319944,5957621426.0,5.24,4.15,7.46,0.82
2024-07-19,185.12,188.21,188.86,184.97,208476,3929663334.0,2.08,0.58,1.09,0.54
2024-07-22,189.96,188.29,192.95,186.17,171683,3259890052.0,3.6,0.04,0.08,0.44
2024-07-23,187.78,184.97,188.47,184.97,119031,2233862306.0,1.86,-1.76,-3.32,0.31
2024-07-24,184.77,185.09,187.86,184.16,144681,2708577542.0,2.0,0.06,0.12,0.37
2024-07-25,184.89,186.5,189.5,183.83,205959,3863507112.0,3.06,0.76,1.41,0.53
2024-07-26,188.77,188.12,192.07,186.82,233477,4436931314.0,2.82,0.87,1.62,0.6
2024-07-29,185.77,183.3,185.77,178.77,213624,3918833597.0,3.72,-2.56,-4.82,0.55
2024-07-30,181.99,183.66,184.1,181.99,127252,2349179517.0,1.15,0.2,0.36,0.33
2024-07-31,180.77,185.08,185.65,180.77,198969,3690880179.0,2.66,0.77,1.42,0.51
2024-08-01,183.77,179.07,184.77,178.87,230127,4180640117.0,3.19,-3.25,-6.01,0.59
2024-08-02,177.77,175.86,178.77,175.51,154937,2753866402.0,1.82,-1.79,-3.21,0.4
2024-08-05,173.78,175.77,178.96,173.77,193477,3451887572.0,2.95,-0.05,-0.09,0.5
2024-08-06,177.18,173.72,178.16,172.48,157687,2771240102.0,3.23,-1.17,-2.05,0.4
2024-08-07,173.72,172.44,175.0,172.44,127540,2230380711.0,1.47,-0.74,-1.28,0.33
2024-08-08,171.78,171.17,172.37,168.89,146590,2520197340.0,2.02,-0.74,-1.27,0.38
2024-08-09,172.37,168.77,173.64,168.77,154130,2646422840.0,2.85,-1.4,-2.4,0.4
2024-08-12,169.34,167.77,169.89,165.57,174156,2934605437.0,2.56,-0.59,-1.0,0.45
2024-08-13,167.66,172.55,173.73,167.15,193893,3336604796.0,3.92,2.85,4.78,0.5
2024-08-14,171.76,170.98,173.22,170.49,99663,1720375362.0,1.58,-0.91,-1.57,0.26
2024-08-15,170.77,172.17,173.37,170.06,144812,2511442939.0,1.94,0.7,1.19,0.37
2024-08-16,172.17,172.39,174.77,171.65,111506,1941327488.0,1.81,0.13,0.22,0.29
2024-08-19,172.12,174.37,176.71,171.92,140358,2473581500.0,2.78,1.15,1.98,0.36
2024-08-20,173.77,173.64,174.77,172.43,84370,1475662465.0,1.34,-0.42,-0.73,0.22
2024-08-21,172.77,172.78,174.18,170.77,111474,1940113037.0,1.96,-0.5,-0.86,0.29
2024-08-22,173.75,177.57,178.74,173.07,199011,3536569763.0,3.28,2.77,4.79,0.51
2024-08-23,175.77,180.57,181.29,175.77,184152,3332172741.0,3.11,1.69,3.0,0.47
2024-08-26,180.67,182.69,183.33,179.77,148387,2717728514.0,1.97,1.17,2.12,0.38
2024-08-27,181.29,182.27,183.26,180.27,99770,1827225122.0,1.64,-0.23,-0.42,0.26
2024-08-28,181.57,181.59,182.46,180.05,106390,1940292275.0,1.32,-0.37,-0.68,0.27
2024-08-29,177.94,179.57,181.76,177.94,156702,2839993927.0,2.1,-1.11,-2.02,0.4
2024-08-30,179.57,183.11,184.73,179.57,254292,4689604094.0,2.87,1.97,3.54,0.65
2024-09-02,183.21,179.96,184.36,179.77,129852,2371406001.0,2.51,-1.72,-3.15,0.33
2024-09-03,179.07,184.42,185.47,178.79,181969,3362146073.0,3.71,2.48,4.46,0.47
2024-09-04,184.09,185.92,187.77,183.62,165645,3101382415.0,2.25,0.81,1.5,0.43
2024-09-05,185.92,185.57,188.32,184.57,123182,2302962597.0,2.02,-0.19,-0.35,0.32
2024-09-06,184.89,184.72,187.27,184.17,75255,1404159124.0,1.67,-0.46,-0.85,0.19
2024-09-09,183.88,183.92,187.43,182.24,134754,2494206446.0,2.81,-0.43,-0.8,0.35
2024-09-10,184.27,179.93,184.27,179.82,154244,2809100737.0,2.42,-2.17,-3.99,0.4
2024-09-11,181.17,185.33,186.55,179.93,211971,3938430662.0,3.68,3.0,5.4,0.54
2024-09-12,186.77,188.12,190.93,185.48,207100,3931885572.0,2.94,1.51,2.79,0.53
2024-09-13,187.65,182.27,187.65,182.27,172873,3202147524.0,2.86,-3.11,-5.85,0.44
2024-09-18,182.37,185.17,186.2,182.06,113779,2116044596.0,2.27,1.59,2.9,0.29
2024-09-19,185.77,185.67,186.99,182.37,157694,2940618896.0,2.5,0.27,0.5,0.4
2024-09-20,185.67,184.37,186.67,182.45,155027,2874252971.0,2.27,-0.7,-1.3,0.4
2024-09-23,185.43,186.97,188.2,184.27,157925,2968348168.0,2.13,1.41,2.6,0.41
2024-09-24,190.73,196.29,196.94,187.66,354517,6891613101.0,4.96,4.98,9.32,0.91
2024-09-25,206.16,201.87,206.17,201.36,420101,8606648805.0,2.45,2.84,5.58,1.08
2024-09-26,202.47,204.28,206.1,197.7,354893,7190132217.0,4.16,1.19,2.41,0.91
2024-09-27,210.77,225.58,230.45,210.44,701813,15567947397.0,9.8,10.43,21.3,1.8
2024-09-30,231.79,250.66,253.77,230.77,913611,22246725636.0,10.2,11.12,25.08,2.34
2024-10-08,294.77,297.77,300.27,266.43,1376465,39285155658.0,13.5,18.79,47.11,3.53
2024-10-09,278.67,253.77,278.76,253.77,1086916,29017394644.0,8.39,-14.78,-44.0,2.79
2024-10-10,253.77,256.77,264.76,248.93,608338,15786972610.0,6.24,1.18,3.0,1.56
2024-10-11,254.27,240.56,254.27,236.7,476402,11668275358.0,6.84,-6.31,-16.21,1.22
2024-10-14,248.76,248.49,251.57,243.71,467599,11671765786.0,3.27,3.3,7.93,1.2
2024-10-15,248.58,239.99,249.61,239.9,327653,8057930637.0,3.91,-3.42,-8.5,0.84
2024-10-16,237.59,232.62,237.59,232.1,335860,7918107275.0,2.29,-3.07,-7.37,0.86
2024-10-17,232.77,230.27,237.65,229.63,261647,6135626737.0,3.45,-1.01,-2.35,0.67
2024-10-18,228.77,248.66,257.65,228.37,680138,16734812130.0,12.72,7.99,18.39,1.74
2024-10-21,257.77,252.13,261.3,250.52,584558,14972853360.0,4.34,1.4,3.47,1.5
2024-10-22,252.77,249.32,253.33,246.03,278760,6986426718.0,2.9,-1.11,-2.81,0.71
2024-10-23,246.58,248.07,253.71,245.63,321541,8076690148.0,3.24,-0.5,-1.25,0.82
2024-10-24,248.54,244.93,250.27,243.77,214658,5297733385.0,2.62,-1.27,-3.14,0.55
2024-10-25,251.11,257.65,263.77,245.07,578986,14887536977.0,7.63,5.19,12.72,1.48
2024-10-28,254.9,255.01,257.38,251.77,276019,7053002719.0,2.18,-1.02,-2.64,0.71
2024-10-29,255.01,250.55,256.48,250.01,269948,6853075171.0,2.54,-1.75,-4.46,0.69
2024-10-30,248.77,246.8,251.07,243.27,271344,6734690047.0,3.11,-1.5,-3.75,0.7
2024-10-31,245.76,244.75,249.27,242.77,255003,6286268642.0,2.63,-0.83,-2.05,0.65
2024-11-01,245.3,244.97,248.59,243.95,259158,6418140472.0,1.9,0.09,0.22,0.66
2024-11-04,242.77,249.97,253.07,242.77,242472,6074686403.0,4.2,2.04,5.0,0.62
2024-11-05,249.35,260.16,261.59,247.9,484821,12547431634.0,5.48,4.08,10.19,1.24
2024-11-06,257.76,255.27,268.27,252.27,452393,11840068810.0,6.15,-1.88,-4.89,1.16
2024-11-07,256.77,261.57,261.57,252.65,335710,8698717048.0,3.49,2.47,6.3,0.86
2024-11-08,268.43,256.27,270.77,255.87,402941,10612727375.0,5.7,-2.03,-5.3,1.03
2024-11-11,251.12,266.27,267.76,249.78,491539,12844920271.0,7.02,3.9,10.0,1.26
2024-11-12,277.05,271.79,283.97,269.75,744030,20764206510.0,5.34,2.07,5.52,1.91
2024-11-13,267.77,280.77,286.97,265.54,557737,15410247017.0,7.88,3.3,8.98,1.43
2024-11-14,281.77,273.77,283.76,273.43,426572,11940874423.0,3.68,-2.49,-7.0,1.09
2024-11-15,268.27,264.33,273.77,264.33,351983,9488134617.0,3.45,-3.45,-9.44,0.9
2024-11-18,264.33,261.69,269.72,259.77,306500,8135717135.0,3.76,-1.0,-2.64,0.79
2024-11-19,260.79,267.49,270.77,256.77,348129,9211079120.0,5.35,2.22,5.8,0.89
2024-11-20,265.72,266.32,268.67,263.37,227088,6060616028.0,1.98,-0.44,-1.17,0.58
2024-11-21,264.43,267.03,270.2,262.43,205508,5510533650.0,2.92,0.27,0.71,0.53
2024-11-22,266.7,257.87,267.77,257.65,225551,5937579845.0,3.79,-3.43,-9.16,0.58
2024-11-25,261.83,262.87,265.33,259.95,262391,6923644963.0,2.09,1.94,5.0,0.67
2024-11-26,260.34,255.49,262.74,254.43,273604,7076484876.0,3.16,-2.81,-7.38,0.7
2024-11-27,253.47,258.67,259.67,250.24,274007,7033615361.0,3.69,1.24,3.18,0.7
2024-11-28,257.97,253.47,258.3,252.27,223556,5728197559.0,2.33,-2.01,-5.2,0.57
2024-11-29,250.0,260.01,266.76,250.0,313663,8192074188.0,6.61,2.58,6.54,0.8
2024-12-02,257.41,260.96,262.32,255.98,206475,5387882833.0,2.44,0.37,0.95,0.53
2024-12-03,259.77,260.61,261.76,257.77,173108,4514867561.0,1.53,-0.13,-0.35,0.44
2024-12-04,258.77,257.74,260.77,256.27,161814,4186965339.0,1.73,-1.1,-2.87,0.41
2024-12-05,256.76,254.77,257.72,253.78,160216,4109014221.0,1.53,-1.15,-2.97,0.41
2024-12-06,254.77,265.32,268.67,253.77,330381,8719647873.0,5.85,4.14,10.55,0.85
2024-12-09,265.76,266.82,268.43,263.18,224561,6005103478.0,1.98,0.57,1.5,0.58
2024-12-10,280.05,269.34,280.27,268.1,329044,9035442039.0,4.56,0.94,2.52,0.84
2024-12-11,272.73,265.87,278.27,265.29,194008,5262014871.0,4.82,-1.29,-3.47,0.5
2024-12-12,264.67,272.48,274.15,263.97,223295,6055502392.0,3.83,2.49,6.61,0.57
2024-12-13,268.65,265.8,270.77,264.77,283164,7596460114.0,2.2,-2.45,-6.68,0.73
2024-12-16,264.99,265.97,268.27,262.82,162575,4333963457.0,2.05,0.06,0.17,0.42
2024-12-17,265.77,272.57,276.77,265.31,282146,7746201690.0,4.31,2.48,6.6,0.72
2024-12-18,273.08,270.18,273.5,269.08,150853,4110472402.0,1.62,-0.88,-2.39,0.39
2024-12-19,268.03,268.56,271.12,265.39,153460,4137668599.0,2.12,-0.6,-1.62,0.39
2024-12-20,268.56,261.48,269.57,259.09,277401,7313368050.0,3.9,-2.64,-7.08,0.71
2024-12-23,261.48,262.27,267.65,261.48,206394,5482614221.0,2.36,0.3,0.79,0.53
2024-12-24,261.77,267.0,267.02,261.77,196154,5229920631.0,2.0,1.8,4.73,0.5
2024-12-25,267.68,266.74,269.68,265.03,114138,3058526680.0,1.74,-0.1,-0.26,0.29
2024-12-26,265.97,260.02,265.97,259.77,224438,5898437344.0,2.32,-2.52,-6.72,0.58
2024-12-27,259.34,260.77,262.19,253.77,243519,6338085456.0,3.24,0.29,0.75,0.62
2024-12-30,259.65,265.35,266.27,259.28,226314,6013633016.0,2.68,1.76,4.58,0.58
2024-12-31,263.86,264.77,269.27,263.86,249340,6694555730.0,2.04,-0.22,-0.58,0.64
2025-01-02,265.02,257.55,265.07,255.77,233546,6090661831.0,3.51,-2.73,-7.22,0.6
2025-01-03,257.55,256.4,261.77,255.98,185238,4812148522.0,2.25,-0.45,-1.15,0.47
2025-01-06,256.77,255.52,258.77,251.77,172891,4433101113.0,2.73,-0.34,-0.88,0.44
2025-01-07,241.77,248.22,250.77,239.85,401036,9934923663.0,4.27,-2.86,-7.3,1.03
2025-01-08,244.76,244.11,247.08,242.09,271858,6681628785.0,2.01,-1.66,-4.11,0.7
2025-01-09,240.12,246.1,249.02,239.93,169329,4168600175.0,3.72,0.82,1.99,0.43
2025-01-10,245.27,244.77,248.72,243.45,147294,3643092329.0,2.14,-0.54,-1.33,0.38
2025-01-13,242.27,245.68,248.77,240.77,180922,4467775090.0,3.27,0.37,0.91,0.46
2025-01-14,246.48,254.97,255.77,243.98,202467,5108567634.0,4.8,3.78,9.29,0.52
2025-01-15,254.97,249.64,255.17,248.44,150627,3798504600.0,2.64,-2.09,-5.33,0.39
2025-01-16,250.77,248.7,253.37,247.03,161884,4056598313.0,2.54,-0.38,-0.94,0.41
2025-01-17,247.27,250.27,252.27,246.85,111066,2786220135.0,2.18,0.63,1.57,0.28
2025-01-20,255.27,264.29,266.38,255.08,342835,9048642227.0,4.52,5.6,14.02,0.88
2025-01-21,267.27,262.95,267.53,261.99,138933,3681448144.0,2.1,-0.51,-1.34,0.36
2025-01-22,260.77,256.77,263.67,252.98,250407,6440345376.0,4.07,-2.35,-6.18,0.64
2025-01-23,258.62,256.27,261.27,255.75,165537,4291744662.0,2.15,-0.19,-0.5,0.42
2025-01-24,256.01,260.62,264.78,256.01,224398,5876198259.0,3.42,1.7,4.35,0.58
2025-01-27,260.63,257.0,262.97,257.0,171026,4460049868.0,2.29,-1.39,-3.62,0.44
2025-02-05,260.0,252.12,262.0,251.05,240481,6141794779.0,4.26,-1.9,-4.88,0.62
2025-02-06,251.0,253.1,253.49,249.2,248961,6261792979.0,1.7,0.39,0.98,0.64
2025-02-07,257.0,261.28,262.56,251.62,344413,8922582684.0,4.32,3.23,8.18,0.88
2025-02-10,261.28,258.45,261.47,255.18,229267,5928297100.0,2.41,-1.08,-2.83,0.59
2025-02-11,260.44,251.8,260.5,251.06,247920,6268157349.0,3.65,-2.57,-6.65,0.64
2025-02-12,250.01,255.3,256.0,247.08,273822,6902713445.0,3.54,1.39,3.5,0.7
2025-02-13,255.99,261.39,263.99,255.1,375350,9803005760.0,3.48,2.39,6.09,0.96
2025-02-14,261.53,269.71,273.0,261.53,387800,10409880413.0,4.39,3.18,8.32,0.99
2025-02-17,274.9,269.4,274.9,266.02,241830,6513084025.0,3.29,-0.11,-0.31,0.62
2025-02-18,272.96,270.77,275.5,269.0,238458,6497674092.0,2.41,0.51,1.37,0.61
2025-02-19,268.57,273.55,276.0,268.55,204455,5580141095.0,2.75,1.03,2.78,0.52
2025-02-20,272.8,270.2,272.8,267.0,195890,5267400818.0,2.12,-1.22,-3.35,0.5
2025-02-21,268.58,275.55,276.88,267.78,309519,8443562273.0,3.37,1.98,5.35,0.79
2025-02-24,273.01,271.5,274.7,268.16,277538,7510840227.0,2.37,-1.47,-4.05,0.71
2025-02-25,267.48,269.48,274.0,264.51,232094,6243748571.0,3.5,-0.74,-2.02,0.59
2025-02-26,271.45,268.62,272.88,267.18,211731,5698649749.0,2.12,-0.32,-0.86,0.54
2025-02-27,270.27,270.0,271.7,267.67,231851,6250587949.0,1.5,0.51,1.38,0.59
2025-02-28,269.6,264.3,271.31,263.61,222655,5935077344.0,2.85,-2.11,-5.7,0.57
2025-03-03,265.0,273.53,279.3,262.24,387364,10603328988.0,6.45,3.49,9.23,0.99
2025-03-04,270.0,263.0,271.0,262.73,268365,7115460892.0,3.02,-3.85,-10.53,0.69
2025-03-05,263.0,260.99,263.89,258.5,208696,5438997025.0,2.05,-0.76,-2.01,0.53
2025-03-06,262.25,264.31,265.53,261.0,250273,6601078271.0,1.74,1.27,3.32,0.64
2025-03-07,262.96,260.76,263.58,258.68,222871,5812794648.0,1.85,-1.34,-3.55,0.57
2025-03-10,261.8,256.5,261.86,253.61,286751,7355227161.0,3.16,-1.63,-4.26,0.73
2025-03-11,253.07,255.2,255.5,253.05,171351,4355529582.0,0.96,-0.51,-1.3,0.44
2025-03-12,256.01,254.5,256.62,251.49,199147,5058919203.0,2.01,-0.27,-0.7,0.51
2025-03-13,254.0,253.22,259.2,253.0,168852,4316530458.0,2.44,-0.5,-1.28,0.43
2025-03-14,253.0,262.0,264.85,252.65,351089,9148092796.0,4.82,3.47,8.78,0.9
2025-03-17,263.1,256.0,265.47,255.74,335155,8685706367.0,3.71,-2.29,-6.0,0.86
2025-03-18,258.0,257.0,260.78,255.5,225767,5817534421.0,2.06,0.39,1.0,0.58
2025-03-19,257.2,265.39,266.97,256.78,369541,9737109378.0,3.96,3.26,8.39,0.95
2025-03-20,265.39,262.15,266.5,261.02,144247,3794188019.0,2.06,-1.22,-3.24,0.37
2025-03-21,262.68,256.0,264.53,255.67,194320,5026360931.0,3.38,-2.35,-6.15,0.5
2025-03-24,257.7,258.16,258.98,256.28,167302,4311680872.0,1.05,0.84,2.16,0.43
2025-03-25,257.71,259.48,260.0,255.29,127858,3303477319.0,1.82,0.51,1.32,0.33
2025-03-26,259.4,256.92,262.7,256.7,129046,3336108307.0,2.31,-0.99,-2.56,0.33
2025-03-27,256.19,258.88,262.8,254.25,141792,3675726420.0,3.33,0.76,1.96,0.36
2025-03-28,256.11,256.8,258.88,255.8,112421,2888588257.91,1.19,-0.8,-2.08,0.29
