日期,开盘价,收盘价,最高价,最低价,成交量(手),成交额(元),振幅(%),涨跌幅(%),涨跌额,换手率(%)
2020-03-12,961.54,958.82,973.32,945.42,36631,4172606112.0,2.85,-2.05,-20.02,0.29
2020-03-13,910.32,932.35,949.3,900.32,75885,8348496384.0,5.11,-2.76,-26.47,0.6
2020-03-16,924.3,887.32,928.27,882.32,51233,5548946688.0,4.93,-4.83,-45.03,0.41
2020-03-17,875.32,865.42,898.32,831.44,79359,8277472768.0,7.54,-2.47,-21.9,0.63
2020-03-18,860.32,828.31,880.32,828.31,73460,7582762496.0,6.01,-4.29,-37.11,0.58
2020-03-19,814.31,816.32,835.32,780.42,102265,10075880448.0,6.63,-1.45,-11.99,0.81
2020-03-20,831.32,855.6,863.32,831.32,60139,6169094400.0,3.92,4.81,39.28,0.48
2020-03-23,820.32,839.32,855.6,811.84,48472,4918121984.0,5.11,-1.9,-16.28,0.39
2020-03-24,863.32,876.32,879.2,855.32,46651,4900364032.0,2.85,4.41,37.0,0.37
2020-03-25,908.3,900.42,911.68,894.52,37049,4015061216.0,1.96,2.75,24.1,0.29
2020-03-26,893.65,885.24,911.52,882.32,30049,3231754304.0,3.24,-1.69,-15.18,0.24
2020-03-27,905.32,895.82,912.32,895.33,36261,3931759360.0,1.92,1.2,10.58,0.29
2020-03-30,880.57,892.32,897.32,877.32,30687,3279823024.0,2.23,-0.39,-3.5,0.24
2020-03-31,902.32,931.32,935.32,902.12,47984,5293170688.0,3.72,4.37,39.0,0.38
2020-04-01,937.32,923.32,949.32,923.32,33205,3700184240.0,2.79,-0.86,-8.0,0.26
2020-04-02,924.32,965.32,965.32,924.2,45206,5095167488.0,4.45,4.55,42.0,0.36
2020-04-03,959.35,960.11,968.28,952.3,27618,3148421872.0,1.66,-0.54,-5.21,0.22
2020-04-07,982.27,980.27,986.82,969.21,43488,5041525504.0,1.83,2.1,20.16,0.35
2020-04-08,972.32,980.08,986.63,972.32,24224,2809422096.0,1.46,-0.02,-0.19,0.19
2020-04-09,986.32,978.82,989.32,968.28,22817,2640230496.0,2.15,-0.13,-1.26,0.18
2020-04-10,978.2,985.32,1001.82,973.82,27804,3252600672.0,2.86,0.66,6.5,0.22
2020-04-13,985.32,982.62,990.3,968.82,15981,1854563728.0,2.18,-0.27,-2.7,0.13
2020-04-14,996.32,1005.42,1011.87,986.32,36800,4340858624.0,2.6,2.32,22.8,0.29
2020-04-15,1012.32,1009.92,1024.31,1007.42,29332,3501318256.0,1.68,0.45,4.5,0.23
2020-04-16,1013.29,1017.42,1017.42,1004.42,21728,2588431840.0,1.29,0.74,7.5,0.17
2020-04-17,1030.32,1046.32,1054.88,1025.33,38246,4676618240.0,2.9,2.84,28.9,0.3
2020-04-20,1041.32,1047.62,1051.82,1037.12,24239,2963483328.0,1.4,0.12,1.3,0.19
2020-04-21,1041.34,1020.32,1044.31,1013.32,29224,3517018480.0,2.96,-2.61,-27.3,0.23
2020-04-22,1026.32,1064.82,1069.82,1022.54,44035,5430377728.0,4.63,4.36,44.5,0.35
2020-04-23,1070.32,1072.58,1086.0,1068.09,26899,3377042464.0,1.68,0.73,7.76,0.21
2020-04-24,1068.32,1070.88,1080.21,1055.5,19122,2390444032.0,2.3,-0.16,-1.7,0.15
2020-04-27,1077.32,1096.32,1098.49,1071.28,25904,3284513344.0,2.54,2.38,25.44,0.21
2020-04-28,1105.63,1099.45,1120.26,1092.2,34662,4458549504.0,2.56,0.29,3.13,0.28
2020-04-29,1098.12,1095.22,1108.42,1078.32,23444,2976724960.0,2.74,-0.38,-4.23,0.19
2020-04-30,1091.32,1086.02,1105.33,1079.2,24661,3134408880.0,2.39,-0.84,-9.2,0.2
2020-05-06,1071.32,1120.32,1120.32,1070.32,35835,4598589696.0,4.6,3.16,34.3,0.29
2020-05-07,1119.72,1132.32,1135.31,1113.32,27935,3647628304.0,1.96,1.07,12.0,0.22
2020-05-08,1137.32,1134.93,1158.32,1128.83,29079,3839218032.0,2.6,0.23,2.61,0.23
2020-05-11,1140.32,1143.33,1155.32,1133.99,23671,3135990960.0,1.88,0.74,8.4,0.19
2020-05-12,1138.32,1153.32,1155.31,1136.32,19722,2621824688.0,1.66,0.87,9.99,0.16
2020-05-13,1153.32,1156.27,1158.31,1143.2,22014,2931464944.0,1.31,0.26,2.95,0.18
2020-05-14,1150.32,1146.91,1155.2,1145.43,18575,2467976352.0,0.84,-0.81,-9.36,0.15
2020-05-15,1149.32,1133.32,1153.82,1122.2,26398,3469736816.0,2.76,-1.18,-13.59,0.21
2020-05-18,1126.32,1166.53,1171.82,1125.45,34362,4587989760.0,4.09,2.93,33.21,0.27
2020-05-19,1184.32,1166.43,1184.32,1158.32,24787,3342210480.0,2.23,-0.01,-0.1,0.2
2020-05-20,1166.43,1171.32,1179.5,1157.13,21183,2859455104.0,1.92,0.42,4.89,0.17
2020-05-21,1175.32,1186.42,1192.28,1173.18,23052,3147105456.0,1.63,1.29,15.1,0.18
2020-05-22,1186.32,1148.52,1186.42,1143.2,34427,4608696064.0,3.64,-3.19,-37.9,0.27
2020-05-25,1150.32,1183.22,1186.9,1141.32,31561,4260387680.0,3.97,3.02,34.7,0.25
2020-05-26,1190.2,1178.32,1190.27,1175.32,22470,3056188320.0,1.26,-0.41,-4.9,0.18
2020-05-27,1179.32,1158.32,1180.32,1153.32,26777,3596654304.0,2.29,-1.7,-20.0,0.21
2020-05-28,1158.29,1164.32,1167.26,1141.45,26486,3536546896.0,2.23,0.52,6.0,0.21
2020-05-29,1152.42,1186.92,1190.3,1152.42,30444,4144247216.0,3.25,1.94,22.6,0.24
2020-06-01,1201.32,1239.82,1240.42,1201.32,35480,4986178816.0,3.29,4.46,52.9,0.28
2020-06-02,1236.33,1231.03,1248.22,1226.98,25960,3679210592.0,1.71,-0.71,-8.79,0.21
2020-06-03,1235.32,1219.62,1237.82,1216.09,23557,3308382800.0,1.77,-0.93,-11.41,0.19
2020-06-04,1216.32,1228.31,1231.32,1216.32,18037,2534459744.0,1.23,0.71,8.69,0.14
2020-06-05,1225.57,1245.32,1249.2,1221.4,18347,2597524608.0,2.26,1.38,17.01,0.15
2020-06-08,1245.32,1226.42,1255.32,1222.33,29300,4145298448.0,2.65,-1.52,-18.9,0.23
2020-06-09,1228.32,1236.87,1245.32,1221.0,22612,3199849664.0,1.98,0.85,10.45,0.18
2020-06-10,1245.32,1243.98,1253.65,1237.32,22701,3234843856.0,1.32,0.57,7.11,0.18
2020-06-11,1231.33,1220.78,1238.31,1217.31,30712,4314846208.0,1.69,-1.86,-23.2,0.24
2020-06-12,1207.49,1236.69,1236.69,1203.63,28427,3992323392.0,2.71,1.3,15.91,0.23
2020-06-15,1222.32,1203.32,1231.92,1201.32,34615,4819512320.0,2.47,-2.7,-33.37,0.28
2020-06-16,1218.82,1224.2,1234.32,1213.45,29207,4099718928.0,1.73,1.74,20.88,0.23
2020-06-17,1232.18,1225.32,1232.22,1215.34,19453,2730097120.0,1.38,0.09,1.12,0.15
2020-06-18,1225.22,1233.32,1233.52,1220.42,21010,2956800080.0,1.07,0.65,8.0,0.17
2020-06-19,1240.32,1260.16,1265.52,1235.42,38958,5603232768.0,2.44,2.18,26.84,0.31
2020-06-22,1255.42,1259.32,1264.21,1253.52,23247,3343536640.0,0.85,-0.07,-0.84,0.19
2020-06-23,1255.32,1294.82,1302.32,1253.84,33934,4963194624.0,3.85,2.82,35.5,0.27
2020-06-24,1300.95,1297.36,1303.06,1282.35,25139,3663537120.0,1.6,0.2,2.54,0.2
2020-06-29,1285.35,1300.52,1303.35,1274.36,28081,4064048240.0,2.23,0.24,3.16,0.22
2020-06-30,1300.47,1300.23,1306.33,1292.47,22446,3281641200.0,1.07,-0.02,-0.29,0.18
2020-07-01,1305.35,1331.62,1343.45,1301.37,38682,5759640320.0,3.24,2.41,31.39,0.31
2020-07-02,1336.35,1381.35,1388.25,1332.35,45884,7014289664.0,4.2,3.73,49.73,0.37
2020-07-03,1387.35,1379.14,1389.85,1354.23,35126,5395636992.0,2.58,-0.16,-2.21,0.28
2020-07-06,1375.35,1437.35,1453.35,1369.16,51822,8228069120.0,6.1,4.22,58.21,0.41
2020-07-07,1440.44,1525.35,1582.17,1438.35,66664,11219852032.0,10.01,6.12,88.0,0.53
2020-07-08,1517.35,1518.69,1556.35,1497.35,53170,8963188992.0,3.87,-0.44,-6.66,0.42
2020-07-09,1528.35,1543.35,1549.35,1519.35,35033,5951732736.0,1.98,1.62,24.66,0.28
2020-07-10,1526.35,1551.2,1573.95,1526.29,37100,6352507392.0,3.09,0.51,7.85,0.3
2020-07-13,1552.03,1619.34,1624.35,1552.03,60727,10679460352.0,4.66,4.39,68.14,0.48
2020-07-14,1619.34,1599.35,1619.38,1585.75,46094,8135834880.0,2.08,-1.23,-19.99,0.37
2020-07-15,1582.23,1589.88,1619.95,1582.06,40713,7176560640.0,2.37,-0.59,-9.47,0.32
2020-07-16,1567.26,1451.35,1567.26,1437.35,102242,16901373184.0,8.17,-8.71,-138.53,0.81
2020-07-17,1457.35,1485.4,1509.94,1457.35,65902,10863420160.0,3.62,2.35,34.05,0.52
2020-07-20,1489.85,1474.31,1501.34,1426.23,45280,7363823104.0,5.06,-0.75,-11.09,0.36
2020-07-21,1483.99,1505.35,1540.15,1468.34,41970,7026353152.0,4.87,2.11,31.04,0.33
2020-07-22,1495.35,1515.43,1547.35,1495.35,39201,6637265408.0,3.45,0.67,10.08,0.31
2020-07-23,1509.35,1513.35,1528.35,1487.35,34321,5739050240.0,2.71,-0.14,-2.08,0.27
2020-07-24,1492.2,1432.65,1503.35,1422.35,78752,12705942016.0,5.35,-5.33,-80.7,0.63
2020-07-27,1453.36,1459.9,1467.15,1437.35,38788,6279664384.0,2.08,1.9,27.25,0.31
2020-07-28,1467.35,1507.35,1517.35,1467.35,54912,9133721856.0,3.42,3.25,47.45,0.44
2020-07-29,1527.35,1509.35,1527.35,1470.35,50748,8411790080.0,3.78,0.13,2.0,0.4
2020-07-30,1508.55,1517.35,1537.94,1507.85,38373,6486855424.0,1.99,0.53,8.0,0.31
2020-07-31,1522.35,1515.53,1542.35,1483.35,40685,6846747392.0,3.89,-0.12,-1.82,0.32
2020-08-03,1524.23,1505.35,1533.93,1497.35,34661,5790041344.0,2.41,-0.67,-10.18,0.28
2020-08-04,1512.35,1507.34,1520.34,1497.35,31941,5337185792.0,1.53,0.13,1.99,0.25
2020-08-05,1499.44,1505.35,1510.44,1480.66,25522,4236612464.0,1.98,-0.13,-1.99,0.2
2020-08-06,1507.35,1475.31,1511.38,1467.35,32649,5372942592.0,2.92,-2.0,-30.04,0.26
2020-08-07,1482.12,1468.35,1487.02,1435.85,34242,5560065792.0,3.47,-0.47,-6.96,0.27
2020-08-10,1465.32,1471.34,1482.31,1445.46,23624,3857721120.0,2.51,0.2,2.99,0.19
2020-08-11,1477.35,1479.86,1503.78,1477.35,35818,5936904960.0,1.8,0.58,8.52,0.29
2020-08-12,1470.35,1464.3,1478.35,1442.6,27934,4529267456.0,2.42,-1.05,-15.56,0.22
2020-08-13,1467.35,1472.35,1476.23,1446.35,20541,3341652192.0,2.04,0.55,8.05,0.16
2020-08-14,1477.25,1498.35,1503.05,1468.35,37653,6230475520.0,2.36,1.77,26.0,0.3
2020-08-17,1511.35,1527.35,1541.7,1507.35,43572,7363610880.0,2.29,1.94,29.0,0.35
2020-08-18,1534.73,1542.35,1557.35,1528.35,30423,5192751872.0,1.9,0.98,15.0,0.24
2020-08-19,1537.35,1524.35,1554.35,1520.34,26915,4578143744.0,2.21,-1.17,-18.0,0.21
2020-08-20,1511.35,1501.35,1516.35,1493.35,22382,3727183936.0,1.51,-1.51,-23.0,0.18
2020-08-21,1510.35,1513.35,1535.35,1508.35,25082,4217048416.0,1.8,0.8,12.0,0.2
2020-08-24,1537.35,1533.7,1545.35,1528.36,30933,5260286464.0,1.12,1.34,20.35,0.25
2020-08-25,1542.15,1564.35,1584.13,1535.98,41872,7227309824.0,3.14,2.0,30.65,0.33
2020-08-26,1571.35,1564.35,1582.35,1552.37,26216,4530374144.0,1.92,0.0,0.0,0.21
2020-08-27,1569.34,1568.35,1571.33,1542.35,22636,3896759440.0,1.85,0.26,4.0,0.18
2020-08-28,1568.35,1594.35,1601.35,1558.85,42300,7389242368.0,2.71,1.66,26.0,0.34
2020-08-31,1607.93,1623.85,1653.35,1607.93,47810,8608932608.0,2.85,1.85,29.5,0.38
2020-09-01,1629.35,1639.33,1639.35,1612.36,31640,5661594368.0,1.66,0.95,15.48,0.25
2020-09-02,1662.35,1632.35,1665.35,1607.35,32009,5746351872.0,3.54,-0.43,-6.98,0.25
2020-09-03,1632.35,1630.35,1649.35,1617.05,30437,5471333888.0,1.98,-0.12,-2.0,0.24
2020-09-04,1603.35,1607.35,1614.34,1583.35,30858,5433479424.0,1.9,-1.41,-23.0,0.25
2020-09-07,1597.35,1560.85,1615.34,1541.32,31112,5446354688.0,4.61,-2.89,-46.5,0.25
2020-09-08,1569.35,1548.75,1575.15,1514.42,34472,5865962752.0,3.89,-0.78,-12.1,0.27
2020-09-09,1537.02,1525.35,1548.35,1517.39,25964,4401806080.0,2.0,-1.51,-23.4,0.21
2020-09-10,1541.09,1543.15,1557.35,1537.35,24778,4236694400.0,1.31,1.17,17.8,0.2
2020-09-11,1525.35,1570.35,1573.35,1525.35,31088,5339883520.0,3.11,1.76,27.2,0.25
2020-09-14,1582.35,1603.35,1606.35,1567.93,31056,5448188928.0,2.45,2.1,33.0,0.25
2020-09-15,1607.34,1597.35,1607.34,1585.1,20821,3654872016.0,1.39,-0.37,-6.0,0.17
2020-09-16,1597.35,1562.45,1602.16,1556.35,22516,3916457760.0,2.87,-2.18,-34.9,0.18
2020-09-17,1537.35,1507.87,1537.35,1495.35,63680,10683350272.0,2.69,-3.49,-54.58,0.51
2020-09-18,1502.35,1532.35,1532.35,1472.36,47201,7853673216.0,3.98,1.62,24.48,0.38
2020-09-21,1530.11,1504.15,1530.11,1504.01,22444,3756765104.0,1.7,-1.84,-28.2,0.18
2020-09-22,1487.35,1503.04,1524.33,1487.35,23265,3890070208.0,2.46,-0.07,-1.11,0.19
2020-09-23,1472.35,1487.33,1503.36,1458.37,35726,5878691072.0,2.99,-1.05,-15.71,0.28
2020-09-24,1473.32,1466.67,1496.23,1464.15,30051,4915392256.0,2.16,-1.39,-20.66,0.24
2020-09-25,1467.35,1472.46,1487.35,1462.35,22583,3700843488.0,1.7,0.39,5.79,0.18
2020-09-28,1472.54,1498.35,1505.85,1472.54,24232,4019640144.0,2.26,1.76,25.89,0.19
2020-09-29,1506.68,1489.65,1506.75,1489.65,17431,2895081360.0,1.14,-0.58,-8.7,0.14
2020-09-30,1497.35,1505.85,1529.25,1497.35,27088,4536012544.0,2.14,1.09,16.2,0.22
2020-10-09,1529.35,1533.35,1543.77,1525.35,34240,5817280512.0,1.22,1.83,27.5,0.27
2020-10-12,1537.35,1587.96,1587.96,1537.35,43729,7597987840.0,3.3,3.56,54.61,0.35
2020-10-13,1587.97,1576.35,1587.97,1572.35,22944,3995560512.0,0.98,-0.73,-11.61,0.18
2020-10-14,1577.35,1566.35,1584.33,1563.35,20481,3554316592.0,1.33,-0.63,-10.0,0.16
2020-10-15,1558.48,1562.35,1572.35,1558.35,16204,2801250560.0,0.89,-0.26,-4.0,0.13
2020-10-16,1562.35,1549.35,1571.93,1540.35,17377,2991246896.0,2.02,-0.83,-13.0,0.14
2020-10-19,1562.35,1536.35,1571.33,1529.25,19226,3284383408.0,2.72,-0.84,-13.0,0.15
2020-10-20,1537.34,1571.35,1572.32,1532.35,27735,4787807488.0,2.6,2.28,35.0,0.22
2020-10-21,1571.45,1570.68,1579.5,1560.35,18901,3275357440.0,1.22,-0.04,-0.67,0.15
2020-10-22,1567.35,1579.85,1582.35,1552.86,22481,3897729792.0,1.88,0.58,9.17,0.18
2020-10-23,1578.13,1552.68,1584.94,1551.35,19292,3339987456.0,2.13,-1.72,-27.17,0.15
2020-10-26,1456.35,1480.35,1500.27,1437.35,66015,10821908224.0,4.05,-4.66,-72.33,0.53
2020-10-27,1480.35,1462.35,1481.35,1453.47,43944,7156688384.0,1.88,-1.22,-18.0,0.35
2020-10-28,1463.35,1502.16,1514.35,1462.43,34637,5739452160.0,3.55,2.72,39.81,0.28
2020-10-29,1492.19,1513.35,1545.35,1484.35,39374,6633168640.0,4.06,0.74,11.19,0.31
2020-10-30,1515.35,1507.37,1533.35,1502.35,26055,4379602176.0,2.05,-0.4,-5.98,0.21
2020-11-02,1512.35,1511.36,1532.35,1509.35,21066,3544422240.0,1.53,0.26,3.99,0.17
2020-11-03,1522.34,1532.35,1543.25,1512.85,23497,3976621216.0,2.01,1.39,20.99,0.19
2020-11-04,1537.35,1536.93,1541.35,1522.35,16444,2788396256.0,1.24,0.3,4.58,0.13
2020-11-05,1554.35,1559.25,1569.83,1549.45,23524,4053043264.0,1.33,1.45,22.32,0.19
2020-11-06,1567.9,1537.97,1568.94,1527.35,23052,3932702368.0,2.67,-1.36,-21.28,0.18
2020-11-09,1538.73,1579.92,1588.03,1537.97,41470,7198679808.0,3.25,2.73,41.95,0.33
2020-11-10,1590.27,1582.35,1601.83,1573.35,30189,5287968256.0,1.8,0.15,2.43,0.24
2020-11-11,1582.35,1568.7,1614.85,1568.35,34851,6122365440.0,2.94,-0.86,-13.65,0.28
2020-11-12,1567.36,1572.14,1587.35,1559.62,23473,4071729792.0,1.77,0.22,3.44,0.19
2020-11-13,1561.35,1542.35,1566.23,1528.35,28155,4791276544.0,2.41,-1.89,-29.79,0.22
2020-11-16,1548.35,1567.4,1567.4,1534.61,30613,5247897088.0,2.13,1.62,25.05,0.24
2020-11-17,1577.35,1553.15,1579.7,1538.42,25224,4355288064.0,2.63,-0.91,-14.25,0.2
2020-11-18,1552.35,1531.0,1557.88,1520.51,35179,5973146880.0,2.41,-1.43,-22.15,0.28
2020-11-19,1521.85,1557.54,1562.35,1517.95,27816,4767508736.0,2.9,1.73,26.54,0.22
2020-11-20,1557.35,1557.31,1573.35,1550.0,21875,3771894864.0,1.5,-0.01,-0.23,0.17
2020-11-23,1608.36,1627.56,1647.25,1608.36,66637,11926870528.0,2.5,4.51,70.25,0.53
2020-11-24,1607.34,1600.85,1619.85,1588.82,32465,5736960256.0,1.91,-1.64,-26.71,0.26
2020-11-25,1598.85,1564.23,1606.23,1561.35,28226,4910540800.0,2.8,-2.29,-36.62,0.22
2020-11-26,1563.35,1571.74,1577.34,1562.53,23228,4027749312.0,0.95,0.48,7.51,0.18
2020-11-27,1570.01,1575.25,1577.38,1555.35,21569,3737697984.0,1.4,0.22,3.51,0.17
2020-11-30,1572.35,1551.26,1576.25,1551.26,31940,5520322304.0,1.59,-1.52,-23.99,0.25
2020-12-01,1563.35,1574.35,1576.34,1557.36,28196,4891829248.0,1.22,1.49,23.09,0.22
2020-12-02,1583.35,1575.36,1586.35,1568.35,23572,4101369312.0,1.14,0.06,1.01,0.19
2020-12-03,1575.36,1586.35,1593.01,1569.45,29506,5147357696.0,1.5,0.7,10.99,0.23
2020-12-04,1589.35,1630.46,1637.45,1589.35,62491,11176048896.0,3.03,2.78,44.11,0.5
2020-12-07,1640.05,1649.75,1677.74,1637.9,58331,10617305088.0,2.44,1.18,19.29,0.46
2020-12-08,1652.35,1687.35,1712.35,1650.35,61454,11333352192.0,3.76,2.28,37.6,0.49
2020-12-09,1703.3,1677.35,1703.35,1676.35,31152,5766037504.0,1.6,-0.59,-10.0,0.25
2020-12-10,1677.35,1670.25,1687.12,1665.35,32654,6009239808.0,1.3,-0.42,-7.1,0.26
2020-12-11,1672.13,1657.35,1674.67,1642.16,30776,5595359744.0,1.95,-0.77,-12.9,0.24
2020-12-14,1665.12,1666.35,1667.33,1652.35,33052,6026813440.0,0.9,0.54,9.0,0.26
2020-12-15,1670.85,1653.36,1674.57,1642.35,29605,5383582208.0,1.93,-0.78,-12.99,0.24
2020-12-16,1667.85,1677.35,1683.02,1657.56,32150,5901298176.0,1.54,1.45,23.99,0.26
2020-12-17,1682.85,1702.86,1705.35,1677.35,36031,6683421952.0,1.67,1.52,25.51,0.29
2020-12-18,1689.16,1682.35,1706.36,1678.43,27077,5020968960.0,1.64,-1.2,-20.51,0.22
2020-12-21,1677.35,1679.85,1688.58,1674.95,30697,5663526912.0,0.81,-0.15,-2.5,0.24
2020-12-22,1687.32,1718.35,1736.34,1679.86,40651,7618583552.0,3.36,2.29,38.5,0.32
2020-12-23,1735.34,1679.0,1743.55,1658.37,47706,8901002240.0,4.96,-2.29,-39.35,0.38
2020-12-24,1655.35,1667.69,1696.23,1632.37,37857,6921989376.0,3.8,-0.67,-11.31,0.3
2020-12-25,1640.34,1667.35,1684.35,1637.35,23088,4218997632.0,2.82,-0.02,-0.34,0.18
2020-12-28,1663.95,1710.35,1726.15,1663.4,30080,5616528640.0,3.76,2.58,43.0,0.24
2020-12-29,1710.35,1704.35,1724.15,1692.35,22868,4275994832.0,1.86,-0.35,-6.0,0.18
2020-12-30,1707.35,1770.35,1770.35,1707.34,34452,6604461312.0,3.7,3.87,66.0,0.27
2020-12-31,1778.35,1835.35,1836.33,1776.35,38860,7682300672.0,3.39,3.67,65.0,0.31
2021-01-04,1837.33,1834.35,1842.34,1821.16,43514,8686920192.0,1.15,-0.05,-1.0,0.35
2021-01-05,1827.35,1896.8,1896.8,1819.81,52116,10592557312.0,4.2,3.4,62.45,0.41
2021-01-06,1902.15,1937.35,1962.35,1873.38,47410,9882593792.0,4.69,2.14,40.55,0.38
2021-01-07,1934.35,1977.35,1977.35,1912.35,37931,7991178752.0,3.36,2.06,40.0,0.3
2021-01-08,1979.35,1927.35,1988.23,1900.37,53862,11345202944.0,4.44,-2.53,-50.0,0.43
2021-01-11,1927.35,1937.08,1987.85,1895.95,51080,10768565504.0,4.77,0.5,9.73,0.41
2021-01-12,1925.35,1998.25,1998.25,1922.35,41059,8800558336.0,3.92,3.16,61.17,0.33
2021-01-13,2001.35,2001.35,2010.68,1972.35,34390,7418330880.0,1.92,0.16,3.1,0.27
2021-01-14,1993.35,1971.35,2000.35,1953.46,36152,7722089728.0,2.34,-1.5,-30.0,0.29
2021-01-15,1952.35,1919.35,1971.7,1866.35,59509,12372103168.0,5.34,-2.64,-52.0,0.47
2021-01-18,1898.41,1900.35,1928.83,1877.62,39144,8076715776.0,2.67,-0.99,-19.0,0.31
2021-01-19,1910.46,1846.76,1933.65,1844.2,46345,9479278592.0,4.71,-2.82,-53.59,0.37
2021-01-20,1845.35,1877.98,1892.84,1819.85,45082,9126453248.0,3.95,1.69,31.22,0.36
2021-01-21,1885.35,1907.35,1927.37,1878.35,38310,7953455872.0,2.61,1.56,29.37,0.3
2021-01-22,1906.35,1917.3,1937.35,1897.45,29248,6090260480.0,2.09,0.52,9.95,0.23
2021-01-25,1920.35,2012.35,2016.85,1920.35,55957,12029474560.0,5.03,4.96,95.05,0.45
2021-01-26,2022.35,1979.24,2024.35,1962.46,31747,6820173312.0,3.08,-1.65,-33.11,0.25
2021-01-27,1979.24,1926.35,1979.24,1922.35,37120,7809446400.0,2.87,-2.67,-52.89,0.3
2021-01-28,1917.35,1925.35,1947.01,1897.37,35129,7337084416.0,2.58,-0.05,-1.0,0.28
